nct_number,study_title,phase,enrollment,funder_type,sponsor,start_date,completion_date,duration_months,start_year,allocation,masking,primary_purpose,intervention_model,is_multinational,country_count,scope
NCT04079413,Efficacy and Safety of GP40071 Compared to NovoRapid® Penfill® in Type 1 Diabetes Mellitus Patients,Phase 3,264,INDUSTRY,Geropharm,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00755846,Safety and Efficacy Study of Alogliptin on Glycemic Control in Subjects With Type 2 Diabetes.,Phase 2,265,INDUSTRY,Takeda,2005-03-01,2005-10-01,7.0,2005.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT01464437,AMG 151 Amgen Protocol Number 20100761,Phase 2,236,INDUSTRY,Amgen,2011-09-01,2012-12-01,15.0,2011.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,5,Multinational
NCT02622672,"Water-soluble Ubiquinol Supplementation on Blood Glucose, Lipids, Oxidative Stress, and Inflammation in Diabetes",Phase 2/3,50,OTHER,Yeh,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, CARE_PROVIDER)",SUPPORTIVE_CARE,PARALLEL,0,0,Single Country
NCT01158131,Diabetes Prevention in Women With a Recent History of Gestational Diabetes Mellitus (GDM),Phase 2,75,OTHER,Brigham and Women's Hospital,2009-11-01,2012-09-01,34.0,2009.0,RANDOMIZED,SINGLE (INVESTIGATOR),PREVENTION,PARALLEL,0,1,Single Country
NCT02897219,A Study of ASP1941 in Combination With Insulin in Patients With Type 1 Diabetes Mellitus,Phase 3,175,INDUSTRY,Astellas Pharma Inc,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02685345,A Study of DS-8500a in Japanese Subjects With Type 2 Diabetes Mellitus Receiving Sitagliptin,Phase 2,85,INDUSTRY,"Daiichi Sankyo Co., Ltd.",2016-01-01,2016-10-01,9.0,2016.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01798238,Teneligliptin(MP-513) Versus Placebo in Type 2 Diabetes Mellitus,Phase 3,142,INDUSTRY,Handok Inc.,2012-11-01,2014-05-01,17.9,2012.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT03416127,Effect of Propolis or Metformin Administration on Glycemic Control in Patients With Type 2 Diabetes Mellitus,Phase 2,36,OTHER,University of Guadalajara,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02284009,Albiglutide Versus Placebo in Insulin-treated Subjects With New-onset Type 1 Diabetes Mellitus,Phase 2,67,INDUSTRY,GlaxoSmithKline,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,5,Multinational
NCT00676260,Efficacy of Pioglitazone on Microcirculation in Type 2 Diabetes Patients Treated With Insulin,Phase 2,29,INDUSTRY,Takeda,2002-12-01,2004-08-01,20.0,2002.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00484198,Study of Rivoglitazone in Type 2 Diabetes Mellitus,Phase 3,1912,INDUSTRY,Daiichi Sankyo,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,18,Multinational
NCT04956263,"A Comparison of Postprandial Glucose After a MMTT, and the Metabolic Effects of Insulin Withdrawal in a Crossover Study in Subjects With Type 1 Diabetes",Phase 2,19,INDUSTRY,"Youngene Therapeutics Inc., Ltd.",,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT00064714,Effect of AC2993 With or Without Immunosuppression on Beta Cell Function in Patients With Type I Diabetes,Phase 2,47,INDUSTRY,AstraZeneca,2003-07-01,2008-03-01,56.0,2003.0,RANDOMIZED,NONE,TREATMENT,CROSSOVER,0,1,Single Country
NCT00348374,Exubera vs Lispro in a Lantus-based Regimen for Improved Glycemic Control in Type 2 Diabetes,Phase 3,191,INDUSTRY,Pfizer,2006-06-01,2008-08-01,26.0,2006.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,2,Multinational
NCT01244152,Self-Management in African Americans With Diabetes and Hypertension,Phase 2,59,OTHER,Rush University Medical Center,2008-07-01,2010-07-01,24.0,2008.0,RANDOMIZED,SINGLE (OUTCOMES_ASSESSOR),PREVENTION,PARALLEL,0,1,Single Country
NCT01293669,"Glycemic Control, Safety and Tolerability of TC-6987 Monotherapy in Type 2 Diabetes Mellitus",Phase 2,440,INDUSTRY,Targacept Inc.,2011-01-01,2012-01-01,12.0,2011.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00772174,Efficacy and Safety Study of Pioglitazone Combined With Metformin on Metabolic Syndrome in Subjects With Type 2 Diabetes,Phase 3,418,INDUSTRY,Takeda,2007-01-01,2008-02-01,13.0,2007.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,0,Single Country
NCT03086330,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo as add-on to SGLT-2i in Subjects With Type 2 Diabetes Mellitus,Phase 3,302,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,7,Multinational
NCT02906930,Efficacy and Safety of Oral Semaglutide Versus Placebo in Subjects With Type 2 Diabetes Mellitus Treated With Diet and Exercise Only,Phase 3,703,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,11,Multinational
NCT05463744,A Study of Insulin Efsitora Alfa (LY3209590) Compared With Insulin Degludec in Participants With Type 1 Diabetes Treated With Multiple Daily Injection Therapy,Phase 3,692,INDUSTRY,Eli Lilly and Company,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,7,Multinational
NCT01494987,Ranolazine When Added to Glimepiride in Subjects With Type 2 Diabetes Mellitus,Phase 3,431,INDUSTRY,Gilead Sciences,2012-01-01,2013-08-01,19.0,2012.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,12,Multinational
NCT00655863,Efficacy of Alogliptin and With Pioglitazone in Patients With Type 2 Diabetes.,Phase 3,71,INDUSTRY,Takeda,2007-07-01,2009-12-01,29.0,2007.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,2,Multinational
NCT00495469,Dose-Ranging Study In Subjects With Type 2 Diabetes Mellitus Who Are Treatment-Naive,Phase 2,250,INDUSTRY,GlaxoSmithKline,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,16,Multinational
NCT01728467,The Effects of RVX000222 on Glucose Metabolism in Individuals With Pre-diabetes,Phase 2,20,INDUSTRY,Resverlogix Corp,2012-11-01,2014-03-01,15.9,2012.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT01135992,Switching From Insulin Glargine to Insulin Degludec in Subjects With Type 2 Diabetes Mellitus (BEGIN™),Phase 3,143,INDUSTRY,Novo Nordisk A/S,2010-06-01,2010-11-01,5.0,2010.0,NON_RANDOMIZED,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT00286455,Efficacy and Safety of Alogliptin in Subjects With Type 2 Diabetes,Phase 3,329,INDUSTRY,Takeda,2006-02-01,2007-07-01,16.9,2006.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,18,Multinational
NCT02849080,Efficacy and Safety of Oral Semaglutide Using a Flexible Dose Adjustment Based on Clinical Evaluation Versus Sitagliptin in Subjects With Type 2 Diabetes Mellitus.,Phase 3,504,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,10,Multinational
NCT03021187,Efficacy and Safety of Oral Semaglutide Versus Placebo in Subjects With Type 2 Diabetes Mellitus Treated With Insulin,Phase 3,731,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,10,Multinational
NCT03737240,IDegLira HIGH Trial,Phase 3,145,OTHER,Emory University,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02491528,A Phase III Study of Insulin Aspart Injection to Evaluate the Efficacy and Safety,Phase 3,563,INDUSTRY,"Tonghua Dongbao Pharmaceutical Co.,Ltd",,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02683746,Safety and Efficacy Study of Albiglutide Liquid Drug Product in Type 2 Diabetes Mellitus,Phase 3,308,INDUSTRY,GlaxoSmithKline,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT03211858,Comparison of SAR341402 to NovoLog/NovoRapid in Adult Patients With Diabetes Mellitus Also Using Insulin Glargine,Phase 3,597,INDUSTRY,Sanofi,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,7,Multinational
NCT01007097,Efficacy and Safety of TAK-875 in Subjects With Type 2 Diabetes Mellitus,Phase 2,426,INDUSTRY,Takeda,2009-12-01,2010-09-01,9.0,2009.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,3,Multinational
NCT01364428,Comparison of Two Insulin Degludec Formulations in Subjects With Type 2 Diabetes Mellitus,Phase 3,373,INDUSTRY,Novo Nordisk A/S,2011-06-01,2012-01-01,7.0,2011.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT01087866,Metformin Versus Insulin in the Treatment of Gestational Diabetes Mellitus,Phase 2/3,97,OTHER,University of Oulu,2005-06-01,2009-10-01,52.0,2005.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00151190,"Community Diabetes Education Program Evaluation ""Code Evaluation""",Phase 3,180,OTHER,"The University of Texas Health Science Center, Houston",2005-04-01,2006-08-01,16.0,2005.0,RANDOMIZED,NONE,,PARALLEL,0,1,Single Country
NCT00363519,Controlled Study of MK-0431/ONO-5435 in Patients With Type 2 Diabetes Mellitus,Phase 3,195,INDUSTRY,Ono Pharmaceutical Co. Ltd,2006-08-01,,,2006.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00032487,Glycemic Control and Complications in Diabetes Mellitus Type 2 (VADT),Phase 3,1791,FED,VA Office of Research and Development,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,2,Multinational
NCT00363948,Controlled Study of MK-0431/ONO-5435 in Patients With Type 2 Diabetes Mellitus,Phase 3,188,INDUSTRY,Ono Pharmaceutical Co. Ltd,2006-08-01,,,2006.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00363844,Controlled Study of MK-0431/ONO-5435 in Patients With Type 2 Diabetes Mellitus,Phase 3,209,INDUSTRY,Ono Pharmaceutical Co. Ltd,2006-08-01,,,2006.0,NON_RANDOMIZED,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT02420262,A Clinical Trial Comparing Efficacy and Safety of Insulin Degludec/Liraglutide (IDegLira) Versus Basal-bolus Therapy in Subjects With Type 2 Diabetes Mellitus,Phase 3,506,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,12,Multinational
NCT02607306,"A Trial Comparing the Efficacy and Safety of Insulin Degludec/Liraglutide, Insulin Degludec and Liraglutide in Japanese Subjects With Type 2 Diabetes Mellitus.",Phase 3,819,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT05451147,A Comparative Study of the Effect of Ayurvedic Drugs and Metformin in the Management of Diabetes Mellitus (Type II),Phase 3,48,OTHER,A & U Tibbia College Karol Bagh,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00286429,Efficacy and Safety Study of Alogliptin and Insulin in the Treatment of Type 2 Diabetes.,Phase 3,390,INDUSTRY,Takeda,2006-02-01,2007-05-01,14.9,2006.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,16,Multinational
NCT01786707,Autologous Stem Cell and Hyperbaric Oxygen Therapy in Type 2 Diabetes Mellitus,Phase 1/2,2,OTHER,Rodolfo Alejandro,2009-07-01,2013-03-01,44.0,2009.0,RANDOMIZED,NONE,PREVENTION,PARALLEL,0,1,Single Country
NCT00012753,Automated Calls With Nurse Follow-Up to Improve Diabetes Ambulatory Care,Phase 3,272,FED,US Department of Veterans Affairs,,1999-12-01,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00225264,Efficacy Study of Pioglitazone and Glimepiride on the Rate of Progression of Atherosclerotic Disease.,Phase 3,458,INDUSTRY,Takeda,2003-10-01,2006-05-01,31.0,2003.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01020955,Metabolic Effects of GH and IGF-I in Growth Hormone Deficient(GHD) and Diabetes and Impaired Glucose Tolerance(IGT),Phase 3,14,OTHER,Karolinska University Hospital,2009-10-01,2011-11-01,25.0,2009.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",,PARALLEL,0,1,Single Country
NCT04450394,A Phase 2 Study of LY3209590 in Participants With Type 2 Diabetes Mellitus,Phase 2,278,INDUSTRY,Eli Lilly and Company,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,5,Multinational
NCT01952145,A Trial Comparing the Efficacy and Safety of Insulin Degludec/Liraglutide Versus Insulin Glargine in Subjects With Type 2 Diabetes Mellitus,Phase 3,557,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,10,Multinational
NCT02954601,A Study of Single and Multiple Doses of Oral Insulin or Placebo in Subjects With Type 2 Diabetes Mellitus,Phase 2,31,INDUSTRY,"Oramed, Ltd.",2016-10-01,,,2016.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,CROSSOVER,0,1,Single Country
NCT00767260,Bone Marrow Mononuclear Cell and Hyperbaric Oxygen Therapy in Diabetes Mellitus,Phase 1/2,82,OTHER,Fuzhou General Hospital,2008-03-01,2015-03-01,84.0,2008.0,RANDOMIZED,NONE,TREATMENT,FACTORIAL,0,1,Single Country
NCT00389350,Effect of an Extract of Green Tea on Adults With Type 2 Diabetes,Phase 2/3,48,OTHER,Dartmouth-Hitchcock Medical Center,2005-08-01,2006-06-01,10.0,2005.0,RANDOMIZED,DOUBLE,TREATMENT,PARALLEL,0,1,Single Country
NCT03387787,Evaluation of Glycaemic Control Using GlucoTab® With Insulin Degludec in Hospitalized Patients With Diabetes Mellitus Type 2,Phase 2/3,15,OTHER,"Insel Gruppe AG, University Hospital Bern",,,,,,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT01145534,Evaluation of Cissus Verticillata L. Infusion in Controlling Type 2 Diabetes,Phase 1/2,15,OTHER,Federal University of Paraíba,2009-01-01,2009-10-01,9.0,2009.0,NON_RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02505334,A Trial Comparing the Efficacy and Safety of Liraglutide 1.8 mg/Day to Liraglutide 0.9 mg/Day in Japanese Subjects With Type 2 Diabetes Mellitus.,Phase 3,635,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02501161,A 104 Week Clinical Trial Comparing Long Term Glycaemic Control of Insulin Degludec/Liraglutide (IDegLira) Versus Insulin Glargine Therapy in Subjects With Type 2 Diabetes Mellitus,Phase 3,1012,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,16,Multinational
NCT00642278,"An Efficacy, Safety, and Tolerability Study of Canagliflozin (JNJ-28431754) in Patients With Type 2 Diabetes",Phase 2,451,INDUSTRY,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",2008-04-01,2009-01-01,9.0,2008.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,13,Multinational
NCT00046501,Compare Blood Sugar Level Between Lantus in the Morning and Other Insulins in Type 1 Diabetes Adolescents,Phase 3,250,INDUSTRY,Sanofi,2002-11-01,,,2002.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT00503152,Preventing Microalbuminuria in Type 2 Diabetes,Phase 3,612,OTHER,Mario Negri Institute for Pharmacological Research,2007-05-01,2016-09-01,112.1,2007.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT03462069,Comparison of Pharmacodynamic Effects of Sotagliflozin and Empagliflozin in T2DM Patients With Mild to Moderate Hypertension,Phase 2,41,INDUSTRY,Sanofi,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02298192,A Clinical Trial Comparing Efficacy and Safety of Insulin Degludec/Liraglutide (IDegLira) in Subjects With Type 2 Diabetes Mellitus Using Two Different Titration Algorithms,Phase 3,420,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,9,Multinational
NCT04217291,The Efficacy and Safety of Different Doses of SY-004 in Patients With Type 2 Diabetes Mellitus,Phase 2,200,INDUSTRY,"Suzhou Yabao Pharmaceutical R&D Co., Ltd.",,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00476437,Safety and Effect of Biphasic Insulin Aspart 50 in Patients With Type 2 Diabetes Mellitus.,Phase 3,81,INDUSTRY,Novo Nordisk A/S,2007-04-01,2007-11-01,7.0,2007.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02455011,"Dose Escalation Study to Evaluate Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of REMD-477 in Subjects With Type 2 Diabetes Mellitus",Phase 1/2,75,INDUSTRY,"REMD Biotherapeutics, Inc.",2015-09-01,2018-02-01,29.0,2015.0,RANDOMIZED,"TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01709929,Safety of Insulin Detemir for the Treatment of Insulin Dependent Type 1 or Type 2 Diabetes Mellitus,Phase 3,2287,INDUSTRY,Novo Nordisk A/S,2005-10-01,2006-04-01,6.0,2005.0,NON_RANDOMIZED,NONE,TREATMENT,SINGLE_GROUP,0,1,Single Country
NCT03178773,TExT-MED + FANS Full Trial,Phase 2,166,OTHER,University of Southern California,,,,,RANDOMIZED,NONE,HEALTH_SERVICES_RESEARCH,PARALLEL,0,1,Single Country
NCT04564846,A Study to Evaluate the Effect of ORMD-0801 in Patients With Type 2 Diabetes Mellitus,Phase 2,49,INDUSTRY,"Oramed, Ltd.",,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00288678,A Prospective Study on Diabetes Management Through an Integrated Delivery System,Phase 3,1222,OTHER,"National Health Research Institutes, Taiwan",2003-07-01,2007-12-01,53.0,2003.0,RANDOMIZED,SINGLE (PARTICIPANT),,PARALLEL,0,1,Single Country
NCT01029704,Safety and Efficacy Study of EGT0001442 in Subjects With Type 2 Diabetes Mellitus,Phase 2,151,INDUSTRY,Theracos,2009-12-01,2010-07-01,7.0,2009.0,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,1,2,Multinational
NCT00790660,A Study to Assess the Safety and Tolerability of ASP1941 in Adults With Type 2 Diabetes Mellitus.,Phase 2,61,INDUSTRY,Astellas Pharma Inc,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT00494715,Preventing ESRD in Overt Nephropathy of Type 2 Diabetes,Phase 3,102,OTHER,Mario Negri Institute for Pharmacological Research,2007-05-01,2016-04-01,107.0,2007.0,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,2,Multinational
NCT03131687,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes Mellitus,Phase 2,318,INDUSTRY,Eli Lilly and Company,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,4,Multinational
NCT02229396,Phase 3 28-Week Study With 24-Week and 52-week Extension Phases to Evaluate Efficacy and Safety of Exenatide Once Weekly and Dapagliflozin Versus Exenatide and Dapagliflozin Matching Placebo,Phase 3,695,INDUSTRY,AstraZeneca,,,,,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,1,6,Multinational
NCT01468181,A Study of LY2189265 in Japanese Participants With Type 2 Diabetes Mellitus,Phase 3,394,INDUSTRY,Eli Lilly and Company,2011-11-01,2013-12-01,25.0,2011.0,NON_RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT02773368,A Clinical Trial Comparing Glycaemic Control and Safety of Insulin Degludec/Liraglutide (IDegLira) Versus Insulin Glargine (IGlar) as add-on Therapy to SGLT2i in Subjects With Type 2 Diabetes Mellitus,Phase 3,420,INDUSTRY,Novo Nordisk A/S,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,11,Multinational
NCT06202079,A Trial Comparing the Efficacy and Safety of GZR4 Injection Versus Insulin Degludec in Subjects with Type 2 Diabetes Mellitus,Phase 2,179,INDUSTRY,"Gan and Lee Pharmaceuticals, USA",,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,0,1,Single Country
NCT03736785,A Study of LY3209590 in Participants With Type 2 Diabetes Mellitus,Phase 2,399,INDUSTRY,Eli Lilly and Company,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,3,Multinational
NCT05814393,To Evaluate the Efficacy and Safety of JW0201 Added on in Patients With Type 2 Diabetes Mellitus,Phase 3,200,INDUSTRY,JW Pharmaceutical,,,,,RANDOMIZED,"QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01052272,Impact of Diabetes on Left Ventricular Remodeling,Phase 2/3,72,OTHER,University of Alabama at Birmingham,2005-07-01,2010-11-01,64.0,2005.0,RANDOMIZED,NONE,TREATMENT,FACTORIAL,0,1,Single Country
NCT00620282,The Effect of Liraglutide on Endothelial Function in Subjects With Type 2 Diabetes Mellitus,Phase 3,49,INDUSTRY,Novo Nordisk A/S,2008-02-01,2010-05-01,26.9,2008.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT06579105,"Efficacy, Safety, and Tolerability of Once Daily Oral Administration of AZD5004 Versus Placebo for 26 Weeks in Adults With Type 2 Diabetes Mellitus.",Phase 2,406,INDUSTRY,AstraZeneca,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,1,9,Multinational
NCT00694057,"Safety, Tolerance and Activity of HE3286 in Patients With Type 2 Diabetes Mellitus",Phase 2,164,INDUSTRY,Harbor Therapeutics,2008-06-01,2010-01-01,19.0,2008.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT01061216,Pharmacokinetics/Dynamics of Basal (Continuous) Insulin Infusion Administered Either Intradermally or Subcutaneously,Phase 1/2,20,INDUSTRY,"Becton, Dickinson and Company",2010-01-01,2010-03-01,1.9,2010.0,RANDOMIZED,NONE,BASIC_SCIENCE,CROSSOVER,0,1,Single Country
NCT02229227,Safety and Efficacy of Albiglutide + Insulin Glargine Versus Insulin Lispro + Insulin Glargine Subjects With Type 2 Diabetes Mellitus,Phase 3,814,INDUSTRY,GlaxoSmithKline,,,,,RANDOMIZED,NONE,TREATMENT,PARALLEL,1,14,Multinational
NCT04100473,Dose Response of Dance 501 in Subjects With Type 2 Diabetes Mellitus,Phase 2,24,INDUSTRY,Dance Biopharm Inc.,,,,,RANDOMIZED,NONE,TREATMENT,CROSSOVER,0,1,Single Country
NCT02851849,A Study of LGD-6972 in Patients With Type 2 Diabetes Mellitus,Phase 2,148,INDUSTRY,Ligand Pharmaceuticals,2016-09-01,2017-06-01,9.0,2016.0,RANDOMIZED,"DOUBLE (PARTICIPANT, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
NCT02794792,A Study to Assess the Efficacy and Safety of Ipragliflozin in Subjects With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Metformin,Phase 3,268,INDUSTRY,Astellas Pharma Europe B.V.,,,,,RANDOMIZED,"TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)",TREATMENT,PARALLEL,0,1,Single Country
